0.0;-0.333363
4.88281E-4;-0.333363
0.00146484;-0.333363
0.00341797;-0.333385
0.00585938;-0.333407
0.00976563;-0.333407
0.0141602;-0.333452
0.0205078;-0.333496
0.027832;-0.333518
0.0371094;-0.333585
0.0478516;-0.333651
0.0600586;-0.333718
0.0727539;-0.333807
0.0888672;-0.333896
0.104492;-0.334007
0.123047;-0.334118
0.143555;-0.334229
0.164551;-0.334362
0.189453;-0.334517
0.213867;-0.334672
0.240234;-0.334828
0.267578;-0.334894
0.297363;-0.334939
0.328613;-0.334894
0.360352;-0.334872
0.394531;-0.33485
0.429688;-0.33485
0.46582;-0.33485
0.503906;-0.33485
0.543457;-0.33485
0.583496;-0.334894
0.625488;-0.334917
0.668457;-0.334939
0.712402;-0.335005
0.758301;-0.33505
0.805176;-0.335094
0.853516;-0.335183
0.902832;-0.335249
0.954102;-0.335338
1.00537;-0.335405
1.05957;-0.335516
1.11426;-0.335627
1.17041;-0.335738
1.22705;-0.335849
1.28613;-0.335982
1.34619;-0.336115
1.40771;-0.336248
1.4707;-0.336426
1.53467;-0.336581
1.59961;-0.336737
1.6665;-0.336781
1.73486;-0.336737
1.80371;-0.336714
1.875;-0.336692
1.94775;-0.336648
2.021;-0.336648
2.09619;-0.336648
2.17285;-0.336648
2.25098;-0.336648
2.33008;-0.336692
2.41113;-0.336714
2.49268;-0.336737
2.57617;-0.33667
2.66064;-0.336492
2.74658;-0.336337
2.83447;-0.336159
2.92334;-0.336004
3.01318;-0.335849
3.11426;-0.335716
3.2168;-0.33556
3.32129;-0.335427
3.42725;-0.335294
3.53467;-0.335161
3.64404;-0.33505
3.75488;-0.334961
3.86768;-0.33485
3.98193;-0.334783
4.09814;-0.334695
4.21631;-0.334628
4.33643;-0.334561
4.45801;-0.334495
4.58154;-0.33445
4.70703;-0.334406
4.83398;-0.334384
4.96338;-0.334339
5.09473;-0.334095
5.22803;-0.333851
5.36328;-0.333607
5.50098;-0.333385
5.63965;-0.333163
5.78125;-0.332941
5.92529;-0.332741
6.07031;-0.332542
6.21777;-0.332342
6.36816;-0.332164
6.52002;-0.331987
6.67432;-0.331831
6.83105;-0.331676
6.98975;-0.331521
7.15039;-0.331388
7.31348;-0.331254
7.47852;-0.331121
7.646;-0.330899
7.81592;-0.330544
7.98828;-0.330189
8.1626;-0.329834
8.33936;-0.329501
8.51855;-0.32919
8.69971;-0.328857
8.88379;-0.328547
9.07031;-0.328236
9.25879;-0.327947
9.4502;-0.327637
9.64404;-0.327348
9.84033;-0.327082
10.0396;-0.326793
10.2422;-0.326527
10.4468;-0.326172
10.6543;-0.325661
10.8647;-0.325173
11.0781;-0.324685
11.2944;-0.324197
11.5132;-0.323708
11.7354;-0.323242
11.9604;-0.322754
12.1875;-0.322277
12.418;-0.321811
12.6519;-0.321345
12.8892;-0.320878
13.1284;-0.320412
13.3716;-0.319824
13.6172;-0.319114
13.8662;-0.318404
14.1187;-0.317705
14.374;-0.316994
14.6323;-0.316284
14.894;-0.315574
15.1587;-0.314853
15.4272;-0.314142
15.6982;-0.31321
15.9731;-0.312234
16.251;-0.311246
16.5327;-0.310258
16.8169;-0.30926
17.105;-0.30825
17.396;-0.30724
17.6904;-0.306208
17.9883;-0.305154
18.29;-0.303855
18.5947;-0.302524
18.9028;-0.301181
19.2144;-0.299816
19.5293;-0.298429
19.8477;-0.29703
20.1694;-0.295599
20.4946;-0.294134
20.8237;-0.292636
21.1563;-0.291104
21.4922;-0.289407
21.8311;-0.287559
22.1738;-0.285672
22.52;-0.283747
22.8701;-0.28176
23.2236;-0.279713
23.5806;-0.277599
23.9414;-0.275418
24.3052;-0.273166
24.6729;-0.270846
25.1895;-0.274991
25.5623;-0.272306
25.9384;-0.26962
26.3181;-0.266934
26.7013;-0.264249
27.088;-0.261563
27.4782;-0.258878
27.8718;-0.256192
28.269;-0.253507
28.6696;-0.250821
29.0737;-0.248047
29.4814;-0.245117
29.8925;-0.242188
30.3072;-0.239258
30.7253;-0.236328
31.1469;-0.233398
31.5721;-0.230469
32.0006;-0.227539
32.4322;-0.224609
32.8666;-0.22168
33.3034;-0.21875
33.7427;-0.215754
34.1845;-0.21258
34.6287;-0.209406
35.0753;-0.206232
35.5242;-0.203058
35.9756;-0.199885
36.4292;-0.196711
36.8852;-0.193537
37.3434;-0.190363
37.8038;-0.187345
38.2657;-0.184415
38.7289;-0.181485
39.1918;-0.178556
39.6528;-0.175626
40.1118;-0.172696
40.5688;-0.169767
41.0239;-0.166837
41.477;-0.163907
41.9281;-0.160977
42.3774;-0.158048
42.8246;-0.155118
43.2699;-0.152188
43.7133;-0.149259
44.1548;-0.146329
44.5945;-0.143399
45.0322;-0.14047
45.468;-0.13754
45.902;-0.134588
46.3341;-0.131414
46.7644;-0.12824
47.1928;-0.125067
47.6195;-0.121893
48.0445;-0.118719
48.4675;-0.115545
48.8888;-0.112371
49.3084;-0.109197
49.7261;-0.106024
50.1421;-0.10285
50.5564;-0.099676
50.969;-0.0965021
51.3799;-0.0933283
51.7891;-0.0901545
52.1966;-0.0871138
52.6024;-0.0841841
53.0065;-0.0812544
53.409;-0.0783248
53.8098;-0.0753951
54.209;-0.0724654
54.6065;-0.0695357
55.0024;-0.066606
55.3967;-0.0636763
55.7895;-0.0609908
56.1807;-0.0584828
56.5702;-0.0561967
56.9583;-0.0541104
57.3448;-0.0521573
57.7298;-0.0503374
58.1131;-0.0486284
58.495;-0.0469194
58.8754;-0.0452104
59.2542;-0.0436568
59.6315;-0.0421919
60.0073;-0.0407271
60.3817;-0.0392623
60.7546;-0.0377974
61.126;-0.0363326
61.4959;-0.0348677
61.8644;-0.0335138
62.2314;-0.0322931
62.5969;-0.0310724
62.9611;-0.0298517
63.3238;-0.028631
63.685;-0.0274103
64.0449;-0.0262784
64.4034;-0.0253018
64.7605;-0.0245694
65.1162;-0.0241255
65.4705;-0.023948
65.8234;-0.023948
66.175;-0.0240368
66.5252;-0.0242809
66.8741;-0.024525
67.2216;-0.0247692
67.5678;-0.0250133
67.9127;-0.0252575
68.2562;-0.0255016
68.5985;-0.0257457
68.9394;-0.0260565
69.2791;-0.0265447
69.6174;-0.027033
69.9545;-0.0275213
70.2902;-0.0280096
70.6248;-0.0284979
70.9581;-0.0289862
71.2909;-0.0294744
71.6247;-0.0299627
71.9602;-0.030451
72.2981;-0.0309393
72.6385;-0.0314276
72.9813;-0.0319158
73.3269;-0.0324041
73.6749;-0.0328924
74.0255;-0.0333807
74.3787;-0.033869
74.7345;-0.0343572
75.0927;-0.0348455
75.4535;-0.0353338
75.817;-0.0358221
76.1829;-0.0363104
76.5512;-0.0367987
76.9222;-0.0372869
77.2957;-0.0377752
77.6717;-0.0382635
78.0503;-0.0387518
78.4314;-0.0392401
78.8152;-0.0397283
79.2015;-0.0402166
79.5905;-0.0407049
79.9819;-0.0411932
80.3759;-0.0416815
80.7725;-0.0421697
81.1715;-0.042658
81.5733;-0.0431463
81.9774;-0.0436346
82.3842;-0.0441229
82.7935;-0.0446112
83.2053;-0.0450994
83.6198;-0.0455877
84.0367;-0.0461426
84.4561;-0.046875
84.8779;-0.0476074
85.3025;-0.0483398
85.7295;-0.0490723
86.159;-0.0498047
86.5909;-0.0505371
87.0252;-0.0512695
87.4618;-0.052002
87.9009;-0.0527344
88.3424;-0.0534668
88.7862;-0.0541992
89.2323;-0.0549316
89.6807;-0.0556641
90.1314;-0.0561967
90.5842;-0.056685
91.0393;-0.0571733
91.4965;-0.0576172
91.9559;-0.0578613
92.4173;-0.0581055
92.8807;-0.0583496
93.3463;-0.0585938
93.8138;-0.0588379
94.2833;-0.059082
94.7112;-0.059304
95.139;-0.0595259
95.5669;-0.0597479
95.9948;-0.0599698
96.4226;-0.0601918
96.85;-0.0604137
97.2773;-0.0606357
97.7045;-0.0608576
98.1321;-0.0610795
98.5609;-0.0613015
98.9908;-0.0615234
99.4217;-0.0617454
99.8538;-0.0619673
100.287;-0.0621893
100.721;-0.0624112
101.157;-0.0626332
101.593;-0.0628551
102.031;-0.0630771
102.469;-0.063299
102.909;-0.063521
103.35;-0.0637429
103.792;-0.0639648
104.234;-0.0641868
104.678;-0.0644087
105.123;-0.0646307
105.569;-0.0648526
106.016;-0.0650746
106.465;-0.0652965
106.914;-0.0655185
107.364;-0.0657404
107.815;-0.0659624
108.268;-0.0661843
108.721;-0.0662731
109.175;-0.0662731
109.631;-0.0662731
110.087;-0.0662731
110.545;-0.0662731
111.004;-0.0662731
111.463;-0.0662731
111.924;-0.0662731
112.386;-0.0661621
112.849;-0.0659402
113.313;-0.0657182
113.777;-0.0654963
114.243;-0.0652743
114.711;-0.0650524
115.179;-0.0648304
115.648;-0.0646085
116.118;-0.0643865
116.589;-0.0641646
117.061;-0.0639426
117.535;-0.0637207
118.009;-0.0634988
118.484;-0.0632768
118.961;-0.0629217
119.438;-0.0624778
119.917;-0.0620339
120.396;-0.06159
120.877;-0.0611461
121.358;-0.0607022
121.841;-0.0601252
122.324;-0.0594593
122.809;-0.0587935
123.295;-0.0581277
123.781;-0.0574618
124.269;-0.056796
124.758;-0.0561301
125.247;-0.0554643
125.738;-0.0547985
126.23;-0.0541326
126.723;-0.0534668
127.216;-0.052801
127.711;-0.0521351
128.207;-0.0514693
128.704;-0.0508034
129.202;-0.0501376
129.701;-0.0494718
130.2;-0.0488059
130.701;-0.0481401
131.203;-0.0474743
131.706;-0.0468084
132.21;-0.0461426
132.715;-0.0454767
133.22;-0.0448109
133.727;-0.0441451
134.235;-0.0434792
134.743;-0.0428134
135.253;-0.0421476
135.763;-0.0414817
136.274;-0.0408159
136.787;-0.04015
137.3;-0.0394842
137.814;-0.0388184
138.328;-0.0381747
138.844;-0.0377308
139.361;-0.0372869
139.878;-0.037065
140.397;-0.036843
140.916;-0.0366211
141.436;-0.0364213
141.957;-0.0364213
142.479;-0.0364213
