track0,track1,track2,track3,track4,track5,track6,track7,track8,track9,track10,track11,track12,track13,track14,track15,track16,track17,track18,racingLine0,racingLine5,racingLine10,racingLine15,racingLine20,racingLine25,racingLine30,leftWall0,leftWall5,leftWall10,leftWall15,leftWall20,leftWall25,leftWall30,rightWall0,rightWall5,rightWall10,rightWall15,rightWall20,rightWall25,rightWall30,trackPosition,maxTrackEdge,speed,sideSpeed,rpm,gear,distanceFromStartLine,angle,distanceFromRacingLine,outOfTrack,meanCurve,trackBBoxWidth,trackBBoxHeigth,trackVisibility,unknownSteeringSituation,unknownAccelerationSituation,inputSteering,steering,inputAcceleration,speedLimit,gas,brake,
3.6665,3.8059,4.2580,5.2370,7.4608,11.0196,14.7094,22.3698,47.4332,200.0000,75.5981,39.9909,27.3274,20.8758,14.4210,10.2703,8.4206,7.5727,7.3341,0.5269,0.6489,0.7512,0.8535,0.9558,1.0581,1.1604,-3.6659,-3.7649,-3.8638,-3.9628,-4.0618,-4.1607,-4.2597,7.3341,7.2351,7.1362,7.0372,6.9382,6.8393,6.7403,0.3334,200.0000,-0.0018,-0.0025,1690.6500,0,3249.2100,0.5670,0.0958,0,0.0218,1.0000,26.3339,15.0,0,0,s0,0.0000,a2,v180,1.0000,0.0000,
3.6665,3.8059,4.2580,5.2370,7.4608,11.0196,14.7094,22.3698,47.4332,200.0000,75.5981,39.9909,27.3274,20.8758,14.4210,10.2703,8.4206,7.5727,7.3341,0.5269,0.6489,0.7512,0.8535,0.9558,1.0581,1.1604,-3.6659,-3.7649,-3.8638,-3.9628,-4.0618,-4.1607,-4.2597,7.3341,7.2351,7.1362,7.0372,6.9382,6.8393,6.7403,0.3334,200.0000,-0.0018,-0.0025,1871.4000,0,3249.2100,0.5670,0.0958,0,0.0218,1.0000,26.3339,15.0,0,0,s0,0.0000,a2,v180,1.0000,0.0000,
3.6665,3.8059,4.2580,5.2370,7.4608,11.0196,14.7094,22.3698,47.4332,200.0000,75.5981,39.9909,27.3274,20.8758,14.4210,10.2703,8.4206,7.5727,7.3341,0.5269,0.6489,0.7512,0.8535,0.9558,1.0581,1.1604,-3.6659,-3.7649,-3.8638,-3.9628,-4.0618,-4.1607,-4.2597,7.3341,7.2351,7.1362,7.0372,6.9382,6.8393,6.7403,0.3334,200.0000,-0.0018,-0.0025,2057.3900,0,3249.2100,0.5670,0.0958,0,0.0218,1.0000,26.3339,15.0,0,0,s0,0.0000,a2,v180,1.0000,0.0000,
3.6665,3.8059,4.2580,5.2370,7.4608,11.0196,14.7094,22.3698,47.4332,200.0000,75.5981,39.9909,27.3274,20.8758,14.4210,10.2703,8.4206,7.5727,7.3341,0.5269,0.6489,0.7512,0.8535,0.9558,1.0581,1.1604,-3.6659,-3.7649,-3.8638,-3.9628,-4.0618,-4.1607,-4.2597,7.3341,7.2351,7.1362,7.0372,6.9382,6.8393,6.7403,0.3334,200.0000,-0.0018,-0.0025,2251.9500,0,3249.2100,0.5670,0.0958,0,0.0218,1.0000,26.3339,15.0,0,0,s0,0.0000,a2,v180,1.0000,0.0000,
3.6665,3.8059,4.2580,5.2370,7.4608,11.0196,14.7094,22.3698,47.4332,200.0000,75.5981,39.9909,27.3274,20.8758,14.4210,10.2703,8.4206,7.5727,7.3341,0.5269,0.6489,0.7512,0.8535,0.9558,1.0581,1.1604,-3.6659,-3.7649,-3.8638,-3.9628,-4.0618,-4.1607,-4.2597,7.3341,7.2351,7.1362,7.0372,6.9382,6.8393,6.7403,0.3334,200.0000,-0.0018,-0.0025,2463.5400,0,3249.2100,0.5670,0.0958,0,0.0218,1.0000,26.3339,15.0,0,0,s0,0.0000,a2,v180,1.0000,0.0000,
3.6665,3.8059,4.2580,5.2370,7.4608,11.0196,14.7094,22.3698,47.4332,200.0000,75.5981,39.9909,27.3274,20.8758,14.4210,10.2703,8.4206,7.5727,7.3341,0.5269,0.6489,0.7512,0.8535,0.9558,1.0581,1.1604,-3.6659,-3.7649,-3.8638,-3.9628,-4.0618,-4.1607,-4.2597,7.3341,7.2351,7.1362,7.0372,6.9382,6.8393,6.7403,0.3334,200.0000,-0.0018,-0.0025,2694.0400,0,3249.2100,0.5670,0.0958,0,0.0218,1.0000,26.3339,15.0,0,0,s0,0.0000,a2,v180,1.0000,0.0000,
3.6665,3.8059,4.2580,5.2370,7.4608,11.0196,14.7094,22.3698,47.4332,200.0000,75.5981,39.9909,27.3274,20.8758,14.4210,10.2703,8.4206,7.5727,7.3341,0.5269,0.6489,0.7512,0.8535,0.9558,1.0581,1.1604,-3.6659,-3.7649,-3.8638,-3.9628,-4.0618,-4.1607,-4.2597,7.3341,7.2351,7.1362,7.0372,6.9382,6.8393,6.7403,0.3334,200.0000,-0.0018,-0.0025,2945.1400,0,3249.2100,0.5670,0.0958,0,0.0218,1.0000,26.3339,15.0,0,0,s0,0.0000,a2,v180,1.0000,0.0000,
3.6665,3.8059,4.2580,5.2370,7.4608,11.0196,14.7094,22.3698,47.4332,200.0000,75.5981,39.9909,27.3274,20.8758,14.4210,10.2703,8.4206,7.5727,7.3341,0.5269,0.6489,0.7512,0.8535,0.9558,1.0581,1.1604,-3.6659,-3.7649,-3.8638,-3.9628,-4.0618,-4.1607,-4.2597,7.3341,7.2351,7.1362,7.0372,6.9382,6.8393,6.7403,0.3334,200.0000,-0.0018,-0.0025,3218.5300,0,3249.2100,0.5670,0.0958,0,0.0218,1.0000,26.3339,15.0,0,0,s0,0.0000,a2,v180,1.0000,0.0000,
3.6665,3.8059,4.2580,5.2370,7.4608,11.0196,14.7094,22.3698,47.4332,200.0000,75.5981,39.9909,27.3274,20.8758,14.4210,10.2703,8.4206,7.5727,7.3341,0.5269,0.6489,0.7512,0.8535,0.9558,1.0581,1.1604,-3.6659,-3.7649,-3.8638,-3.9628,-4.0618,-4.1607,-4.2597,7.3341,7.2351,7.1362,7.0372,6.9382,6.8393,6.7403,0.3334,200.0000,-0.0018,-0.0025,3512.4100,0,3249.2100,0.5670,0.0958,0,0.0218,1.0000,26.3339,15.0,0,0,s0,0.0000,a2,v180,1.0000,0.0000,
3.6665,3.8059,4.2580,5.2370,7.4608,11.0196,14.7094,22.3698,47.4332,200.0000,75.5981,39.9909,27.3274,20.8758,14.4210,10.2703,8.4206,7.5727,7.3341,0.5269,0.6489,0.7512,0.8535,0.9558,1.0581,1.1604,-3.6659,-3.7649,-3.8638,-3.9628,-4.0618,-4.1607,-4.2597,7.3341,7.2351,7.1362,7.0372,6.9382,6.8393,6.7403,0.3334,200.0000,-0.0018,-0.0025,3826.5300,0,3249.2100,0.5670,0.0958,0,0.0218,1.0000,26.3339,15.0,0,0,s0,0.0000,a2,v180,1.0000,0.0000,
3.6665,3.8059,4.2580,5.2370,7.4608,11.0196,14.7094,22.3698,47.4332,200.0000,75.5981,39.9909,27.3274,20.8758,14.4210,10.2703,8.4206,7.5727,7.3341,0.5269,0.6489,0.7512,0.8535,0.9558,1.0581,1.1604,-3.6659,-3.7649,-3.8638,-3.9628,-4.0618,-4.1607,-4.2597,7.3341,7.2351,7.1362,7.0372,6.9382,6.8393,6.7403,0.3334,200.0000,-0.0018,-0.0025,4162.2900,0,3249.2100,0.5670,0.0958,0,0.0218,1.0000,26.3339,15.0,0,0,s0,0.0000,a2,v180,1.0000,0.0000,
3.6665,3.8059,4.2580,5.2370,7.4608,11.0196,14.7094,22.3698,47.4332,200.0000,75.5981,39.9909,27.3274,20.8758,14.4210,10.2703,8.4206,7.5727,7.3341,0.5269,0.6489,0.7512,0.8535,0.9558,1.0581,1.1604,-3.6659,-3.7649,-3.8638,-3.9628,-4.0618,-4.1607,-4.2597,7.3341,7.2351,7.1362,7.0372,6.9382,6.8393,6.7403,0.3334,200.0000,-0.0018,-0.0025,4519.2200,0,3249.2100,0.5670,0.0958,0,0.0218,1.0000,26.3339,15.0,0,0,s0,0.0000,a2,v180,1.0000,0.0000,
3.6665,3.8059,4.2580,5.2370,7.4608,11.0196,14.7094,22.3698,47.4332,200.0000,75.5981,39.9909,27.3274,20.8758,14.4210,10.2703,8.4206,7.5727,7.3341,0.5269,0.6489,0.7512,0.8535,0.9558,1.0581,1.1604,-3.6659,-3.7649,-3.8638,-3.9628,-4.0618,-4.1607,-4.2597,7.3341,7.2351,7.1362,7.0372,6.9382,6.8393,6.7403,0.3334,200.0000,-0.0018,-0.0025,4895.3800,0,3249.2100,0.5670,0.0958,0,0.0218,1.0000,26.3339,15.0,0,0,s0,0.0000,a2,v180,1.0000,0.0000,
3.6665,3.8059,4.2580,5.2370,7.4608,11.0196,14.7094,22.3698,47.4332,200.0000,75.5981,39.9909,27.3274,20.8758,14.4210,10.2703,8.4206,7.5727,7.3341,0.5269,0.6489,0.7512,0.8535,0.9558,1.0581,1.1604,-3.6659,-3.7649,-3.8638,-3.9628,-4.0618,-4.1607,-4.2597,7.3341,7.2351,7.1362,7.0372,6.9382,6.8393,6.7403,0.3334,200.0000,-0.0018,-0.0025,5291.7400,0,3249.2100,0.5670,0.0958,0,0.0218,1.0000,26.3339,15.0,0,0,s0,0.0000,a2,v180,1.0000,0.0000,
3.6665,3.8059,4.2580,5.2370,7.4608,11.0196,14.7094,22.3698,47.4332,200.0000,75.5981,39.9909,27.3274,20.8758,14.4210,10.2703,8.4206,7.5727,7.3341,0.5269,0.6489,0.7512,0.8535,0.9558,1.0581,1.1604,-3.6659,-3.7649,-3.8638,-3.9628,-4.0618,-4.1607,-4.2597,7.3341,7.2351,7.1362,7.0372,6.9382,6.8393,6.7403,0.3334,200.0000,-0.0018,-0.0025,5705.4700,0,3249.2100,0.5670,0.0958,0,0.0218,1.0000,26.3339,15.0,0,0,s0,0.0000,a2,v180,1.0000,0.0000,
3.6665,3.8059,4.2580,5.2370,7.4608,11.0196,14.7094,22.3698,47.4332,200.0000,75.5981,39.9909,27.3274,20.8758,14.4210,10.2703,8.4206,7.5727,7.3341,0.5269,0.6489,0.7512,0.8535,0.9558,1.0581,1.1604,-3.6659,-3.7649,-3.8638,-3.9628,-4.0618,-4.1607,-4.2597,7.3341,7.2351,7.1362,7.0372,6.9382,6.8393,6.7403,0.3334,200.0000,-0.0018,-0.0025,6134.4700,0,3249.2100,0.5670,0.0958,0,0.0218,1.0000,26.3339,15.0,0,0,s0,0.0000,a2,v180,1.0000,0.0000,
3.6665,3.8059,4.2580,5.2370,7.4608,11.0196,14.7094,22.3698,47.4332,200.0000,75.5981,39.9909,27.3274,20.8758,14.4210,10.2703,8.4206,7.5727,7.3341,0.5269,0.6489,0.7512,0.8535,0.9558,1.0581,1.1604,-3.6659,-3.7649,-3.8638,-3.9628,-4.0618,-4.1607,-4.2597,7.3341,7.2351,7.1362,7.0372,6.9382,6.8393,6.7403,0.3334,200.0000,-0.0018,-0.0025,6578.0100,0,3249.2100,0.5670,0.0958,0,0.0218,1.0000,26.3339,15.0,0,0,s0,0.0000,a2,v180,1.0000,0.0000,
3.6665,3.8059,4.2580,5.2370,7.4608,11.0196,14.7094,22.3698,47.4332,200.0000,75.5981,39.9909,27.3274,20.8758,14.4210,10.2703,8.4206,7.5727,7.3341,0.5269,0.6489,0.7512,0.8535,0.9558,1.0581,1.1604,-3.6659,-3.7649,-3.8638,-3.9628,-4.0618,-4.1607,-4.2597,7.3341,7.2351,7.1362,7.0372,6.9382,6.8393,6.7403,0.3334,200.0000,-0.0018,-0.0025,7031.4700,0,3249.2100,0.5670,0.0958,0,0.0218,1.0000,26.3339,15.0,0,0,s0,0.0000,a2,v180,1.0000,0.0000,
3.6665,3.8059,4.2580,5.2370,7.4608,11.0196,14.7094,22.3698,47.4332,200.0000,75.5981,39.9909,27.3274,20.8758,14.4210,10.2703,8.4206,7.5727,7.3341,0.5269,0.6489,0.7512,0.8535,0.9558,1.0581,1.1604,-3.6659,-3.7649,-3.8638,-3.9628,-4.0618,-4.1607,-4.2597,7.3341,7.2351,7.1362,7.0372,6.9382,6.8393,6.7403,0.3334,200.0000,-0.0018,-0.0025,7494.4800,0,3249.2100,0.5670,0.0958,0,0.0218,1.0000,26.3339,15.0,0,0,s0,0.0000,a2,v180,1.0000,0.0000,
3.6665,3.8059,4.2580,5.2370,7.4608,11.0196,14.7094,22.3698,47.4332,200.0000,75.5981,39.9909,27.3274,20.8758,14.4210,10.2703,8.4206,7.5727,7.3341,0.5269,0.6489,0.7512,0.8535,0.9558,1.0581,1.1604,-3.6659,-3.7649,-3.8638,-3.9628,-4.0618,-4.1607,-4.2597,7.3341,7.2351,7.1362,7.0372,6.9382,6.8393,6.7403,0.3334,200.0000,-0.0018,-0.0025,7965.9300,0,3249.2100,0.5670,0.0958,0,0.0218,1.0000,26.3339,15.0,0,0,s0,0.0000,a2,v180,1.0000,0.0000,
3.6665,3.8059,4.2580,5.2370,7.4608,11.0196,14.7094,22.3698,47.4332,200.0000,75.5981,39.9909,27.3274,20.8758,14.4210,10.2703,8.4206,7.5727,7.3341,0.5269,0.6489,0.7512,0.8535,0.9558,1.0581,1.1604,-3.6659,-3.7649,-3.8638,-3.9628,-4.0618,-4.1607,-4.2597,7.3341,7.2351,7.1362,7.0372,6.9382,6.8393,6.7403,0.3334,200.0000,-0.0018,-0.0025,8445.3900,0,3249.2100,0.5670,0.0958,0,0.0218,1.0000,26.3339,15.0,0,0,s0,0.0000,a2,v180,1.0000,0.0000,
3.6665,3.8059,4.2580,5.2370,7.4608,11.0196,14.7094,22.3698,47.4332,200.0000,75.5981,39.9909,27.3274,20.8758,14.4210,10.2703,8.4206,7.5727,7.3341,0.5269,0.6489,0.7512,0.8535,0.9558,1.0581,1.1604,-3.6659,-3.7649,-3.8638,-3.9628,-4.0618,-4.1607,-4.2597,7.3341,7.2351,7.1362,7.0372,6.9382,6.8393,6.7403,0.3334,200.0000,-0.0018,-0.0025,8910.2400,0,3249.2100,0.5670,0.0958,0,0.0218,1.0000,26.3339,15.0,0,0,s0,0.0000,a2,v180,1.0000,0.0000,
3.6665,3.8059,4.2580,5.2370,7.4608,11.0196,14.7094,22.3698,47.4332,200.0000,75.5981,39.9909,27.3274,20.8758,14.4210,10.2703,8.4206,7.5727,7.3341,0.5269,0.6489,0.7512,0.8535,0.9558,1.0581,1.1604,-3.6659,-3.7649,-3.8638,-3.9628,-4.0618,-4.1607,-4.2597,7.3341,7.2351,7.1362,7.0372,6.9382,6.8393,6.7403,0.3334,200.0000,-0.0018,-0.0025,9345.7800,0,3249.2100,0.5670,0.0958,0,0.0218,1.0000,26.3339,15.0,0,0,s0,0.0000,a2,v180,1.0000,0.0000,
3.6665,3.8059,4.2580,5.2370,7.4608,11.0196,14.7094,22.3698,47.4332,200.0000,75.5981,39.9909,27.3274,20.8758,14.4210,10.2703,8.4206,7.5727,7.3341,0.5269,0.6489,0.7512,0.8535,0.9558,1.0581,1.1604,-3.6659,-3.7649,-3.8638,-3.9628,-4.0618,-4.1607,-4.2597,7.3341,7.2351,7.1362,7.0372,6.9382,6.8393,6.7403,0.3334,200.0000,-0.0018,-0.0025,9624.6200,0,3249.2100,0.5670,0.0958,0,0.0218,1.0000,26.3339,15.0,0,0,s0,0.0000,a2,v180,1.0000,0.0000,
3.6665,3.8059,4.2580,5.2370,7.4608,11.0196,14.7094,22.3698,47.4332,200.0000,75.5981,39.9909,27.3274,20.8758,14.4210,10.2703,8.4206,7.5727,7.3341,0.5269,0.6489,0.7512,0.8535,0.9558,1.0581,1.1604,-3.6659,-3.7649,-3.8638,-3.9628,-4.0618,-4.1607,-4.2597,7.3341,7.2351,7.1362,7.0372,6.9382,6.8393,6.7403,0.3334,200.0000,-0.0018,-0.0025,9624.6200,0,3249.2100,0.5670,0.0958,0,0.0218,1.0000,26.3339,15.0,0,0,s0,0.0000,a2,v180,1.0000,0.0000,
3.6665,3.8059,4.2580,5.2370,7.4608,11.0196,14.7094,22.3698,47.4332,200.0000,75.5981,39.9909,27.3274,20.8758,14.4210,10.2703,8.4206,7.5727,7.3341,0.5269,0.6489,0.7512,0.8535,0.9558,1.0581,1.1604,-3.6659,-3.7649,-3.8638,-3.9628,-4.0618,-4.1607,-4.2597,7.3341,7.2351,7.1362,7.0372,6.9382,6.8393,6.7403,0.3334,200.0000,-0.0018,-0.0025,9624.6200,0,3249.2100,0.5670,0.0958,0,0.0218,1.0000,26.3339,15.0,0,0,s0,0.0000,a2,v180,1.0000,0.0000,
3.6665,3.8059,4.2580,5.2370,7.4608,11.0196,14.7094,22.3698,47.4332,200.0000,75.5981,39.9909,27.3274,20.8758,14.4210,10.2703,8.4206,7.5727,7.3341,0.5269,0.6489,0.7512,0.8535,0.9558,1.0581,1.1604,-3.6659,-3.7649,-3.8638,-3.9628,-4.0618,-4.1607,-4.2597,7.3341,7.2351,7.1362,7.0372,6.9382,6.8393,6.7403,0.3334,200.0000,-0.0018,-0.0025,9624.6200,0,3249.2100,0.5670,0.0958,0,0.0218,1.0000,26.3339,15.0,0,0,s0,0.0000,a2,v180,1.0000,0.0000,
3.6665,3.8059,4.2580,5.2370,7.4608,11.0196,14.7094,22.3698,47.4332,200.0000,75.5981,39.9909,27.3274,20.8758,14.4210,10.2703,8.4206,7.5727,7.3341,0.5269,0.6489,0.7512,0.8535,0.9558,1.0581,1.1604,-3.6659,-3.7649,-3.8638,-3.9628,-4.0618,-4.1607,-4.2597,7.3341,7.2351,7.1362,7.0372,6.9382,6.8393,6.7403,0.3334,200.0000,-0.0018,-0.0025,9624.6200,0,3249.2100,0.5670,0.0958,0,0.0218,1.0000,26.3339,15.0,0,0,s0,0.0000,a2,v180,1.0000,0.0000,
3.6665,3.8059,4.2580,5.2370,7.4608,11.0196,14.7094,22.3698,47.4332,200.0000,75.5981,39.9909,27.3274,20.8758,14.4210,10.2703,8.4206,7.5727,7.3341,0.5269,0.6489,0.7512,0.8535,0.9558,1.0581,1.1604,-3.6659,-3.7649,-3.8638,-3.9628,-4.0618,-4.1607,-4.2597,7.3341,7.2351,7.1362,7.0372,6.9382,6.8393,6.7403,0.3334,200.0000,-0.0018,-0.0025,9624.6200,0,3249.2100,0.5670,0.0958,0,0.0218,1.0000,26.3339,15.0,0,0,s0,0.0000,a2,v180,1.0000,0.0000,
3.6665,3.8059,4.2580,5.2370,7.4608,11.0196,14.7094,22.3698,47.4332,200.0000,75.5981,39.9909,27.3274,20.8758,14.4210,10.2703,8.4206,7.5727,7.3341,0.5269,0.6489,0.7512,0.8535,0.9558,1.0581,1.1604,-3.6659,-3.7649,-3.8638,-3.9628,-4.0618,-4.1607,-4.2597,7.3341,7.2351,7.1362,7.0372,6.9382,6.8393,6.7403,0.3334,200.0000,-0.0018,-0.0025,9624.6200,0,3249.2100,0.5670,0.0958,0,0.0218,1.0000,26.3339,15.0,0,0,s0,0.0000,a2,v180,1.0000,0.0000,
3.6665,3.8059,4.2580,5.2370,7.4608,11.0196,14.7094,22.3698,47.4332,200.0000,75.5981,39.9909,27.3274,20.8758,14.4210,10.2703,8.4206,7.5727,7.3341,0.5269,0.6489,0.7512,0.8535,0.9558,1.0581,1.1604,-3.6659,-3.7649,-3.8638,-3.9628,-4.0618,-4.1607,-4.2597,7.3341,7.2351,7.1362,7.0372,6.9382,6.8393,6.7403,0.3334,200.0000,-0.0018,-0.0025,9624.6200,0,3249.2100,0.5670,0.0958,0,0.0218,1.0000,26.3339,15.0,0,0,s0,0.0000,a2,v180,1.0000,0.0000,
3.6665,3.8059,4.2580,5.2370,7.4608,11.0196,14.7094,22.3698,47.4332,200.0000,75.5981,39.9909,27.3274,20.8758,14.4210,10.2703,8.4206,7.5727,7.3341,0.5269,0.6489,0.7512,0.8535,0.9558,1.0581,1.1604,-3.6659,-3.7649,-3.8638,-3.9628,-4.0618,-4.1607,-4.2597,7.3341,7.2351,7.1362,7.0372,6.9382,6.8393,6.7403,0.3334,200.0000,-0.0018,-0.0025,9624.6200,0,3249.2100,0.5670,0.0958,0,0.0218,1.0000,26.3339,15.0,0,0,s0,0.0000,a2,v180,1.0000,0.0000,
3.6665,3.8059,4.2580,5.2370,7.4608,11.0196,14.7094,22.3698,47.4332,200.0000,75.5981,39.9909,27.3274,20.8758,14.4210,10.2703,8.4206,7.5727,7.3341,0.5269,0.6489,0.7512,0.8535,0.9558,1.0581,1.1604,-3.6659,-3.7649,-3.8638,-3.9628,-4.0618,-4.1607,-4.2597,7.3341,7.2351,7.1362,7.0372,6.9382,6.8393,6.7403,0.3334,200.0000,-0.0018,-0.0025,9624.6200,0,3249.2100,0.5670,0.0958,0,0.0218,1.0000,26.3339,15.0,0,0,s0,0.0000,a2,v180,1.0000,0.0000,
3.6665,3.8059,4.2580,5.2370,7.4608,11.0196,14.7094,22.3698,47.4332,200.0000,75.5981,39.9909,27.3274,20.8758,14.4210,10.2703,8.4206,7.5727,7.3341,0.5269,0.6489,0.7512,0.8535,0.9558,1.0581,1.1604,-3.6659,-3.7649,-3.8638,-3.9628,-4.0618,-4.1607,-4.2597,7.3341,7.2351,7.1362,7.0372,6.9382,6.8393,6.7403,0.3334,200.0000,-0.0018,-0.0025,9624.6200,0,3249.2100,0.5670,0.0958,0,0.0218,1.0000,26.3339,15.0,0,0,s0,0.0000,a2,v180,1.0000,0.0000,
