road -90,road -75,road -60,road -45,road -30,road -20,road -15,road -10,road -5,road 0,road 5,road 10,road 15,road 20,road 30,road 45,road 60,road 75,road 90,track position,curvePrediction,speed,distance raced,opp 0,opp 10,opp 20,opp 30,opp 40,opp 50,opp 60,opp 70,opp 80,opp 90,opp 100,opp 110,opp 120,opp 130,opp 140,opp 150,opp 160,opp 170,opp 180,opp 190,opp 200,opp 210,opp 220,opp 230,opp 240,opp 250,opp 260,opp 270,opp 280,opp 290,opp 300,opp 310,opp 320,opp 330,opp 340,opp 350,angle,out steering,out acceleration,out brake,out gear
6.65968, 6.89384, 7.68809, 9.41429, 13.3098, 19.4494, 25.6912, 38.2614, 76.0499, 154.849, 125.717, 77.0054, 51.6231, 39.0491, 26.6999, 18.8739, 15.4078, 13.8125, 13.3403, 0.334033, 10.0, 62.6914, 22.775, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, -4.15627E-4, -2.1414192670453337E-6, 1.0995661995328685, -0.05539823008849555, 2, 
6.65951, 6.89366, 7.68789, 9.41405, 13.3094, 19.4489, 25.6905, 38.2603, 76.0476, 154.464, 125.443, 77.0066, 51.6239, 39.0496, 26.7002, 18.8742, 15.408, 13.8126, 13.3405, 0.334049, 10.0, 63.2722, 23.16, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, -4.16104E-4, -2.1414192670453337E-6, 1.0995661995328685, -0.05539823008849555, 2, 
6.65934, 6.89348, 7.68769, 9.4138, 13.3091, 19.4483, 25.6897, 38.2591, 76.0448, 154.076, 125.166, 77.008, 51.6247, 39.0502, 26.7006, 18.8744, 15.4082, 13.8128, 13.3407, 0.334066, 10.0, 63.8569, 23.5487, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, -4.17058E-4, -2.1414192670453337E-6, 1.0995661995328685, -0.05539823008849555, 2, 
6.65917, 6.89331, 7.6875, 9.41357, 13.3087, 19.4478, 25.6891, 38.2582, 76.0433, 153.684, 124.886, 77.0088, 51.6253, 39.0507, 26.7009, 18.8747, 15.4084, 13.813, 13.3408, 0.334083, 10.0, 64.4454, 23.9409, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, -4.16581E-4, -2.1414192670453337E-6, 1.0995661995328685, -0.05539823008849555, 2, 
6.659, 6.89313, 7.6873, 9.41334, 13.3084, 19.4474, 25.6886, 38.2576, 76.0426, 153.288, 124.602, 77.0091, 51.6257, 39.051, 26.7012, 18.8749, 15.4086, 13.8132, 13.341, 0.3341, 10.0, 65.0375, 24.3367, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, -4.1515E-4, -2.1414192670453337E-6, 1.0995661995328685, -0.05539823008849555, 2, 
6.65883, 6.89296, 7.68711, 9.41309, 13.3081, 19.4469, 25.6879, 38.2565, 76.0402, 152.888, 124.316, 77.0103, 51.6264, 39.0516, 26.7016, 18.8751, 15.4088, 13.8133, 13.3412, 0.334117, 10.0, 65.6332, 24.7361, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, -4.15627E-4, -2.1414192670453337E-6, 1.0995661995328685, -0.05539823008849555, 2, 
6.65885, 6.89299, 7.68716, 9.41317, 13.3082, 19.4473, 25.6885, 38.2578, 76.0452, 152.484, 124.024, 77.0078, 51.6253, 39.0509, 26.7013, 18.875, 15.4087, 13.8133, 13.3412, 0.334115, 10.0, 66.2326, 25.1384, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, -4.10246E-4, -2.1414192670453337E-6, 1.0995661995328685, -0.05539823008849555, 2, 
6.65868, 6.89282, 7.68697, 9.41294, 13.3079, 19.4468, 25.6879, 38.257, 76.0438, 152.077, 123.732, 77.0085, 51.6258, 39.0514, 26.7016, 18.8752, 15.4089, 13.8135, 13.3413, 0.334132, 10.0, 66.8355, 25.5451, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, -4.09603E-4, -2.1414192670453337E-6, 1.0995661995328685, -0.05539823008849555, 2, 
6.65851, 6.89265, 7.68678, 9.41272, 13.3076, 19.4464, 25.6874, 38.2563, 76.0431, 151.667, 123.436, 77.0088, 51.6262, 39.0517, 26.7019, 18.8754, 15.4091, 13.8136, 13.3415, 0.334149, 10.0, 67.4421, 25.9555, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, -4.08243E-4, -2.1414192670453337E-6, 1.0995661995328685, -0.05539823008849555, 2, 
6.65835, 6.89247, 7.68658, 9.41248, 13.3073, 19.4459, 25.6867, 38.2552, 76.0408, 151.252, 123.137, 77.01, 51.6269, 39.0522, 26.7022, 18.8757, 15.4093, 13.8138, 13.3417, 0.334165, 10.0, 68.0523, 26.3698, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, -4.08643E-4, -2.1414192670453337E-6, 1.0995661995328685, -0.05539823008849555, 2, 
6.65818, 6.8923, 7.68638, 9.41223, 13.3069, 19.4453, 25.6859, 38.254, 76.0379, 150.835, 122.836, 77.0114, 51.6278, 39.0528, 26.7026, 18.8759, 15.4095, 13.814, 13.3418, 0.334182, 10.0, 68.6662, 26.7877, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, -4.0974E-4, -2.1414192670453337E-6, 1.0995661995328685, -0.05539823008849555, 2, 
6.65801, 6.89212, 7.68619, 9.412, 13.3066, 19.4449, 25.6854, 38.2532, 76.0366, 150.413, 122.531, 77.0122, 51.6283, 39.0533, 26.7029, 18.8761, 15.4096, 13.8142, 13.342, 0.334199, 10.0, 69.2837, 27.2093, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, -4.09122E-4, -2.1414192670453337E-6, 1.0995661995328685, -0.05539823008849555, 2, 
6.65784, 6.89195, 7.68601, 9.41177, 13.3063, 19.4444, 25.6848, 38.2525, 76.0358, 149.987, 122.222, 77.0125, 51.6287, 39.0536, 26.7032, 18.8764, 15.4098, 13.8143, 13.3422, 0.334216, 10.0, 69.9042, 27.6348, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, -4.07812E-4, -2.1414192670453337E-6, 1.0995661995328685, -0.05539823008849555, 2, 
6.65768, 6.89178, 7.68581, 9.41153, 13.3059, 19.4439, 25.6842, 38.2515, 76.0335, 149.558, 121.911, 77.0137, 51.6295, 39.0541, 26.7035, 18.8766, 15.41, 13.8145, 13.3423, 0.334233, 10.0, 70.5271, 28.0641, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, -4.08182E-4, -2.1414192670453337E-6, 1.0995661995328685, -0.05539823008849555, 2, 
6.65751, 6.8916, 7.68561, 9.41129, 13.3056, 19.4434, 25.6834, 38.2503, 76.0307, 149.125, 121.597, 77.0151, 51.6303, 39.0548, 26.7039, 18.8769, 15.4102, 13.8147, 13.3425, 0.334249, 10.0, 71.1525, 28.4972, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, -4.09227E-4, -2.1414192670453337E-6, 1.0995661995328685, -0.05539823008849555, 2, 
6.65733, 6.89142, 7.68541, 9.41104, 13.3052, 19.4429, 25.6828, 38.2494, 76.0292, 148.688, 121.279, 77.0159, 51.6309, 39.0552, 26.7043, 18.8771, 15.4104, 13.8149, 13.3427, 0.334267, 10.0, 71.7804, 28.9341, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, -4.08632E-4, -2.1414192670453337E-6, 1.0995661995328685, -0.05539823008849555, 2, 
6.65714, 6.89123, 7.68519, 9.41078, 13.3049, 19.4424, 25.6822, 38.2486, 76.0281, 148.247, 120.958, 77.0164, 51.6313, 39.0556, 26.7046, 18.8773, 15.4106, 13.8151, 13.3429, 0.334286, 10.0, 72.4107, 29.3748, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, -4.07369E-4, -2.1414192670453337E-6, 1.0995661995328685, -0.05539823008849555, 2, 
6.65695, 6.89103, 7.68498, 9.41051, 13.3045, 19.4418, 25.6814, 38.2474, 76.0257, 147.802, 120.633, 77.0177, 51.6321, 39.0562, 26.705, 18.8776, 15.4109, 13.8153, 13.3431, 0.334305, 10.0, 73.0435, 29.8194, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, -4.07706E-4, -2.1414192670453337E-6, 1.0995661995328685, -0.05539823008849555, 2, 
6.65676, 6.89083, 7.68475, 9.41024, 13.3041, 19.4412, 25.6806, 38.2461, 76.0226, 147.354, 120.306, 77.0192, 51.6331, 39.0569, 26.7054, 18.8779, 15.4111, 13.8155, 13.3432, 0.334324, 10.0, 73.6788, 30.2679, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, -4.08696E-4, -2.1414192670453337E-6, 1.0995661995328685, -0.05539823008849555, 2, 
6.65657, 6.89064, 7.68454, 9.40998, 13.3037, 19.4407, 25.6799, 38.2452, 76.021, 146.902, 119.975, 77.02, 51.6337, 39.0574, 26.7057, 18.8782, 15.4113, 13.8156, 13.3434, 0.334343, 10.0, 74.3166, 30.7203, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, -4.08122E-4, -2.1414192670453337E-6, 1.0995661995328685, -0.05539823008849555, 2, 
6.65638, 6.89044, 7.68433, 9.40972, 13.3034, 19.4402, 25.6793, 38.2443, 76.0199, 146.445, 119.641, 77.0206, 51.6342, 39.0578, 26.7061, 18.8784, 15.4115, 13.8158, 13.3436, 0.334362, 10.0, 74.957, 31.1766, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, -4.06906E-4, -2.1414192670453337E-6, 1.0995661995328685, -0.05539823008849555, 2, 
6.6562, 6.89025, 7.68411, 9.40945, 13.303, 19.4397, 25.6785, 38.2432, 76.0175, 145.985, 119.303, 77.0218, 51.635, 39.0584, 26.7064, 18.8787, 15.4117, 13.816, 13.3438, 0.334381, 10.0, 75.5998, 31.6368, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, -4.07212E-4, -2.1414192670453337E-6, 1.0995661995328685, -0.05539823008849555, 2, 
6.65601, 6.89005, 7.68388, 9.40917, 13.3026, 19.4391, 25.6777, 38.2419, 76.0145, 145.521, 118.963, 77.0233, 51.6359, 39.059, 26.7069, 18.879, 15.412, 13.8162, 13.344, 0.334399, 10.0, 76.2452, 32.101, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, -4.08149E-4, -2.1414192670453337E-6, 1.0995661995328685, -0.05539823008849555, 2, 
6.65582, 6.88986, 7.68367, 9.40891, 13.3022, 19.4385, 25.677, 38.2409, 76.0128, 145.053, 118.618, 77.0242, 51.6365, 39.0595, 26.7072, 18.8792, 15.4122, 13.8164, 13.3442, 0.334418, 10.0, 76.8932, 32.5691, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, -4.07598E-4, -2.1414192670453337E-6, 1.0995661995328685, -0.05539823008849555, 2, 
6.65563, 6.88966, 7.68346, 9.40866, 13.3019, 19.4381, 25.6764, 38.2401, 76.0117, 144.58, 118.27, 77.0247, 51.637, 39.06, 26.7075, 18.8795, 15.4124, 13.8166, 13.3444, 0.334437, 10.0, 77.5436, 33.0412, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, -4.06414E-4, -2.1414192670453337E-6, 1.0995661995328685, -0.05539823008849555, 2, 
6.65544, 6.88947, 7.68324, 9.40839, 13.3015, 19.4375, 25.6757, 38.239, 76.0093, 144.104, 117.919, 77.0259, 51.6378, 39.0605, 26.7079, 18.8797, 15.4126, 13.8168, 13.3446, 0.334456, 10.0, 78.1967, 33.5172, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, -4.06698E-4, -2.1414192670453337E-6, 1.0995661995328685, -0.05539823008849555, 2, 
6.65525, 6.88927, 7.68301, 9.40811, 13.3011, 19.4369, 25.6749, 38.2377, 76.0063, 143.625, 117.565, 77.0274, 51.6387, 39.0612, 26.7084, 18.88, 15.4128, 13.817, 13.3448, 0.334475, 10.0, 78.8523, 33.9973, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, -4.07594E-4, -2.1414192670453337E-6, 1.0995661995328685, -0.05539823008849555, 2, 
6.65506, 6.88908, 7.6828, 9.40785, 13.3007, 19.4364, 25.6742, 38.2367, 76.0047, 143.14, 117.207, 77.0283, 51.6393, 39.0617, 26.7087, 18.8803, 15.413, 13.8172, 13.3449, 0.334494, 10.0, 79.5105, 34.4813, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, -4.0705E-4, -2.1414192670453337E-6, 1.0995661995328685, -0.05539823008849555, 2, 
6.65487, 6.88888, 7.68259, 9.40759, 13.3004, 19.4359, 25.6736, 38.2359, 76.0035, 142.652, 116.845, 77.0288, 51.6398, 39.0621, 26.709, 18.8805, 15.4132, 13.8174, 13.3451, 0.334513, 10.0, 80.1712, 34.9694, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, -4.05904E-4, -2.1414192670453337E-6, 1.0995661995328685, -0.05539823008849555, 2, 
6.65466, 6.88867, 7.68234, 9.40729, 13.3, 19.4352, 25.6727, 38.2346, 76.0009, 142.16, 116.48, 77.0302, 51.6407, 39.0628, 26.7095, 18.8808, 15.4135, 13.8176, 13.3453, 0.334534, 10.0, 80.8345, 35.4616, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, -4.06168E-4, -2.1414192670453337E-6, 1.0995661995328685, -0.05539823008849555, 2, 
6.65445, 6.88845, 7.6821, 9.40699, 13.2995, 19.4346, 25.6718, 38.2332, 75.9977, 141.664, 116.112, 77.0318, 51.6417, 39.0634, 26.7099, 18.8811, 15.4137, 13.8178, 13.3455, 0.334555, 10.0, 81.5005, 35.9578, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, -4.07017E-4, -2.1414192670453337E-6, 1.0995661995328685, -0.05539823008849555, 2, 
6.65424, 6.88823, 7.68186, 9.4067, 13.2991, 19.434, 25.6711, 38.2321, 75.9958, 141.163, 115.74, 77.0327, 51.6424, 39.064, 26.7103, 18.8814, 15.414, 13.818, 13.3458, 0.334576, 10.0, 82.169, 36.4581, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, -4.0649E-4, -2.1414192670453337E-6, 1.0995661995328685, -0.05539823008849555, 2, 
6.65403, 6.88801, 7.68162, 9.40641, 13.2987, 19.4335, 25.6704, 38.2312, 75.9944, 140.659, 115.365, 77.0335, 51.643, 39.0645, 26.7107, 18.8817, 15.4142, 13.8183, 13.346, 0.334597, 10.0, 82.8401, 36.9625, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, -4.05374E-4, -2.1414192670453337E-6, 1.0995661995328685, -0.05539823008849555, 2, 
6.65382, 6.8878, 7.68138, 9.40611, 13.2983, 19.4328, 25.6695, 38.2299, 75.9918, 140.15, 114.986, 77.0348, 51.6438, 39.0651, 26.7111, 18.882, 15.4144, 13.8185, 13.3462, 0.334618, 10.0, 83.5132, 37.4709, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, -4.05608E-4, -2.1414192670453337E-6, 1.0995661995328685, -0.05539823008849555, 2, 
6.65361, 6.88758, 7.68113, 9.40581, 13.2979, 19.4322, 25.6687, 38.2285, 75.9887, 139.638, 114.603, 77.0364, 51.6448, 39.0658, 26.7116, 18.8823, 15.4147, 13.8187, 13.3464, 0.334639, 10.0, 84.1877, 37.9835, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, -4.06423E-4, -2.1414192670453337E-6, 1.0995661995328685, -0.05539823008849555, 2, 
6.6534, 6.88736, 7.68089, 9.40552, 13.2975, 19.4316, 25.6679, 38.2274, 75.9867, 139.121, 114.217, 77.0373, 51.6455, 39.0664, 26.712, 18.8826, 15.4149, 13.8189, 13.3466, 0.33466, 10.0, 84.8634, 38.5003, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, -4.05906E-4, -2.1414192670453337E-6, 1.0995661995328685, -0.05539823008849555, 2, 
6.65319, 6.88715, 7.68065, 9.40523, 13.2971, 19.431, 25.6672, 38.2265, 75.9853, 138.6, 113.827, 77.0381, 51.6461, 39.0669, 26.7123, 18.8829, 15.4152, 13.8191, 13.3468, 0.334681, 10.0, 85.5405, 39.0211, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, -4.04814E-4, -2.1414192670453337E-6, 1.0995661995328685, -0.05539823008849555, 2, 
6.65299, 6.88693, 7.68041, 9.40493, 13.2966, 19.4304, 25.6664, 38.2252, 75.9827, 138.075, 113.433, 77.0394, 51.647, 39.0675, 26.7128, 18.8832, 15.4154, 13.8193, 13.347, 0.334702, 10.0, 86.219, 39.5461, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, -4.05034E-4, -2.1414192670453337E-6, 1.0995661995328685, -0.05539823008849555, 2, 
